pupilId,date,count_complete,count_incomplete,customer_month,subscription_end_date
663825,2015-04-29,4.0,0.0,11,2015-05-04
663825,2015-05-01,3.0,0.0,11,2015-05-04
663825,2015-05-05,7.0,0.0,12,2015-06-04
663825,2015-05-06,1.0,0.0,12,2015-06-04
663825,2015-05-07,4.0,0.0,12,2015-06-04
663825,2015-05-11,4.0,0.0,12,2015-06-04
663825,2015-05-13,8.0,0.0,12,2015-06-04
663825,2015-05-15,4.0,0.0,12,2015-06-04
663825,2015-05-18,9.0,0.0,12,2015-06-04
663825,2015-05-21,6.0,0.0,12,2015-06-04
663825,2015-05-27,6.0,0.0,12,2015-06-04
663825,2015-06-01,5.0,0.0,12,2015-06-04
663825,2015-06-03,4.0,0.0,12,2015-06-04
663825,2015-06-05,2.0,0.0,13,2015-07-04
663825,2015-06-10,3.0,0.0,13,2015-07-04
663825,2015-06-11,2.0,0.0,13,2015-07-04
663825,2015-06-24,1.0,0.0,13,2015-07-04
663825,2015-06-26,2.0,0.0,13,2015-07-04
663825,2015-06-29,6.0,0.0,13,2015-07-04
663825,2015-07-02,1.0,0.0,13,2015-07-04
663825,2015-07-09,4.0,0.0,14,2015-08-04
663825,2015-07-13,5.0,0.0,14,2015-08-04
663825,2015-07-15,3.0,0.0,14,2015-08-04
663825,2015-07-16,4.0,0.0,14,2015-08-04
663825,2015-07-17,3.0,0.0,14,2015-08-04
663825,2015-07-22,3.0,0.0,14,2015-08-04
663825,2015-07-28,2.0,0.0,14,2015-08-04
663825,2015-07-29,1.0,0.0,14,2015-08-04
663825,2015-07-30,4.0,0.0,14,2015-08-04
663825,2015-07-31,4.0,0.0,14,2015-08-04
663825,2015-08-05,4.0,0.0,15,2015-09-04
663825,2015-08-07,4.0,0.0,15,2015-09-04
663825,2015-08-27,4.0,0.0,15,2015-09-04
663825,2015-09-02,7.0,0.0,15,2015-09-04
663825,2015-09-03,6.0,2.0,15,2015-09-04
663825,2015-09-04,4.0,0.0,16,2015-10-04
663825,2015-09-07,5.0,0.0,16,2015-10-04
663825,2015-09-08,1.0,0.0,16,2015-10-04
663825,2015-09-10,1.0,0.0,16,2015-10-04
